@relation sbir_bayes

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute class {arborgreens,australia,barcelona,barcelona2,cambridge,campusinfall,cannonbeach,cherries,columbiagorge,football,geneva,greenlake,greenland,indonesia,iran,italy,japan,leaflesstrees,sanjuans,springflowers,swissmountains,yellowstone}

@data
0.352249,0.725263,0.750961,0.776699,0.791105,0.799432,0.817424,0.850959,0.851847,0.880321,0.914536,1.000000,0.171305,0.243769,0.350760,0.458050,0.572064,0.661803,0.761536,0.834164,0.897416,0.913707,0.968452,1.000000,0.004986,0.080842,0.205544,0.404121,0.576328,0.665308,0.753014,0.820430,0.837505,0.862135,0.871162,1.000000,barcelona2
0.311115,0.532985,0.555545,0.567681,0.656481,0.687229,0.861770,0.896436,0.904043,0.950557,0.972000,1.000000,0.272653,0.454912,0.548240,0.633866,0.690139,0.761442,0.820129,0.862433,0.902437,0.923173,0.961746,1.000000,0.006982,0.070187,0.122725,0.186005,0.280196,0.354382,0.472130,0.671404,0.784881,0.893907,0.967874,1.000000,barcelona2
0.383829,0.576252,0.667636,0.710941,0.722282,0.728522,0.820590,0.870491,0.882469,0.893415,0.918898,1.000000,0.401848,0.539371,0.648605,0.728915,0.803089,0.860068,0.916347,0.952973,0.966623,0.979743,0.996460,1.000000,0.000000,0.012635,0.064802,0.126950,0.205032,0.258458,0.325671,0.405772,0.511632,0.694502,0.877831,1.000000,barcelona2
0.541176,0.827084,0.828134,0.836301,0.837111,0.837663,0.860363,0.893431,0.939433,0.949495,0.966239,1.000000,0.199453,0.390828,0.566061,0.672400,0.769789,0.852818,0.888183,0.914688,0.948621,0.961499,0.974213,1.000000,0.005001,0.063942,0.127272,0.213112,0.310422,0.374371,0.450045,0.577594,0.715057,0.844995,0.917457,1.000000,barcelona2
0.354832,0.693199,0.825574,0.848244,0.857847,0.863296,0.884038,0.904968,0.907552,0.917327,0.947934,1.000000,0.189136,0.297984,0.429194,0.543838,0.636494,0.745832,0.845046,0.904365,0.927002,0.954811,0.988642,1.000000,0.002306,0.035616,0.096678,0.179515,0.280893,0.362974,0.467827,0.603723,0.698300,0.794395,0.933185,1.000000,barcelona2
0.324274,0.654382,0.690966,0.714755,0.715522,0.716538,0.728915,0.742298,0.778143,0.795880,0.870319,1.000000,0.155162,0.402706,0.592957,0.747009,0.855217,0.927615,0.944384,0.954704,0.973237,0.982635,0.993772,1.000000,0.001272,0.049716,0.168583,0.326347,0.479739,0.552777,0.647305,0.782169,0.868075,0.950266,0.973444,1.000000,barcelona2
0.373906,0.636073,0.756913,0.844833,0.853821,0.883814,0.922674,0.942737,0.947514,0.950061,0.961370,1.000000,0.491507,0.739601,0.870548,0.921852,0.946905,0.958648,0.966926,0.967874,0.976794,0.980057,0.987059,1.000000,0.000567,0.023035,0.061994,0.106861,0.183863,0.249021,0.325336,0.425441,0.483898,0.585539,0.767468,1.000000,barcelona2
0.442150,0.848176,0.851417,0.852153,0.852153,0.852153,0.880198,0.895773,0.904263,0.921341,0.933694,1.000000,0.227069,0.343422,0.513287,0.658226,0.795780,0.892750,0.929272,0.941082,0.958868,0.966276,0.982639,1.000000,0.013033,0.040220,0.102933,0.175791,0.282571,0.339743,0.407866,0.555714,0.718414,0.761869,0.837249,1.000000,barcelona2
0.538779,0.556731,0.556731,0.557297,0.557297,0.557781,0.558827,0.565308,0.590260,0.596824,0.711211,1.000000,0.376681,0.656189,0.777977,0.855474,0.897150,0.917824,0.925849,0.926715,0.934437,0.943289,0.948752,1.000000,0.034898,0.070454,0.125935,0.171742,0.222131,0.284659,0.406400,0.489961,0.557356,0.664143,0.792350,1.000000,barcelona2
0.475171,0.606076,0.646033,0.674550,0.681839,0.692359,0.756282,0.793267,0.920580,0.942977,0.952779,1.000000,0.299297,0.349493,0.418429,0.514419,0.589065,0.649111,0.706065,0.747704,0.781837,0.815393,0.864397,1.000000,0.050529,0.141658,0.253710,0.350767,0.469217,0.530829,0.593134,0.656874,0.689419,0.721374,0.758214,1.000000,barcelona2
0.472099,0.725033,0.732326,0.765917,0.777310,0.778090,0.850406,0.884809,0.909564,0.934543,0.966627,1.000000,0.289212,0.456370,0.600573,0.685650,0.762871,0.828493,0.879833,0.915178,0.932482,0.962556,0.990605,1.000000,0.002775,0.029057,0.084048,0.152457,0.245333,0.315367,0.406049,0.543982,0.656731,0.801151,0.929658,1.000000,barcelona2
0.550678,0.750262,0.788517,0.830784,0.834886,0.835319,0.870630,0.892701,0.902115,0.922660,0.952904,1.000000,0.250116,0.412827,0.548131,0.649952,0.732550,0.808325,0.863485,0.904829,0.938522,0.951788,0.975311,1.000000,0.019001,0.043992,0.100651,0.168426,0.268860,0.340825,0.432023,0.569470,0.683306,0.816531,0.954259,1.000000,barcelona2
0.554766,0.641773,0.649368,0.650229,0.651056,0.651349,0.785080,0.840920,0.842577,0.934449,0.944222,1.000000,0.283966,0.345100,0.394516,0.433159,0.523427,0.619241,0.688195,0.749794,0.789715,0.808379,0.876232,1.000000,0.032576,0.093041,0.195242,0.313814,0.465325,0.544687,0.601487,0.669654,0.705891,0.727908,0.760277,1.000000,barcelona2
0.444542,0.701346,0.764438,0.823876,0.848396,0.852225,0.908957,0.932978,0.947979,0.953699,0.971877,1.000000,0.261866,0.461588,0.626694,0.721641,0.787477,0.835296,0.878127,0.925554,0.948117,0.968830,0.986154,1.000000,0.000000,0.012112,0.050346,0.116669,0.196606,0.262053,0.345590,0.480053,0.637763,0.813658,0.959159,1.000000,barcelona2
0.585545,0.733428,0.740204,0.745137,0.745137,0.750908,0.755322,0.764637,0.772821,0.795453,0.811837,1.000000,0.172216,0.248453,0.340891,0.418222,0.494352,0.583720,0.647987,0.675325,0.697513,0.718589,0.745676,1.000000,0.204322,0.271313,0.333456,0.400021,0.514675,0.579283,0.648929,0.741451,0.805690,0.904693,0.976387,1.000000,barcelona2
0.354590,0.727227,0.775282,0.786204,0.787887,0.788150,0.812659,0.857473,0.909281,0.927393,0.947848,1.000000,0.235025,0.413117,0.563183,0.679251,0.764213,0.813281,0.856604,0.870306,0.881254,0.925004,0.956036,1.000000,0.025240,0.074068,0.136881,0.215444,0.283006,0.335665,0.407158,0.532472,0.661811,0.818482,0.934941,1.000000,barcelona2
0.366941,0.733928,0.773477,0.787360,0.788148,0.788148,0.818812,0.869092,0.897439,0.906771,0.926409,1.000000,0.205858,0.369355,0.530450,0.652980,0.745779,0.799104,0.850851,0.869320,0.891916,0.932783,0.964063,1.000000,0.029424,0.084571,0.160492,0.229875,0.309958,0.366069,0.444726,0.578447,0.722803,0.856464,0.926489,1.000000,barcelona2
0.378490,0.576267,0.579503,0.580974,0.581533,0.584226,0.691846,0.888675,0.930367,0.938641,0.943428,1.000000,0.376593,0.395000,0.420234,0.478373,0.564502,0.676941,0.739915,0.776429,0.789912,0.815502,0.843030,1.000000,0.101785,0.152617,0.215691,0.265458,0.348814,0.442105,0.549659,0.604146,0.617342,0.630404,0.652746,1.000000,barcelona2
0.586480,0.642735,0.647075,0.648777,0.652877,0.653806,0.721864,0.796227,0.869248,0.936721,0.944755,1.000000,0.328602,0.344993,0.375949,0.399223,0.436188,0.470532,0.504141,0.530689,0.565944,0.587834,0.626140,1.000000,0.220631,0.381544,0.524504,0.595616,0.636846,0.650297,0.662767,0.668627,0.674211,0.681343,0.767123,1.000000,barcelona2
0.497092,0.542829,0.543139,0.543719,0.548039,0.549296,0.583318,0.619001,0.672273,0.854998,0.886813,1.000000,0.452801,0.484071,0.537226,0.600964,0.658567,0.701494,0.743317,0.779491,0.808647,0.830698,0.869349,1.000000,0.053937,0.094248,0.240645,0.359631,0.436699,0.477403,0.512319,0.536420,0.548350,0.555962,0.562923,1.000000,barcelona2
0.524616,0.629092,0.664100,0.669810,0.678912,0.682649,0.726163,0.784524,0.923741,0.946150,0.965240,1.000000,0.278346,0.318687,0.374412,0.426300,0.475723,0.509456,0.552151,0.589563,0.628571,0.645053,0.684347,1.000000,0.244938,0.345990,0.423119,0.487165,0.537095,0.578162,0.626571,0.674997,0.708838,0.743892,0.778557,1.000000,barcelona2
0.513412,0.660160,0.679944,0.687327,0.688006,0.688006,0.720738,0.739408,0.812019,0.918121,0.934597,1.000000,0.297047,0.339759,0.409790,0.455408,0.493031,0.543724,0.608168,0.646689,0.680237,0.703292,0.781698,1.000000,0.149876,0.269219,0.368075,0.442735,0.512058,0.557012,0.606192,0.659545,0.704771,0.733013,0.745452,1.000000,barcelona2
0.485898,0.517908,0.517922,0.518541,0.520757,0.527207,0.660074,0.691920,0.782126,0.871746,0.880781,1.000000,0.390336,0.400511,0.412678,0.435751,0.458936,0.494038,0.526210,0.572927,0.604742,0.647253,0.708356,1.000000,0.132878,0.217746,0.310229,0.406307,0.516903,0.569223,0.593776,0.607347,0.615791,0.619106,0.625142,1.000000,barcelona2
0.496192,0.528370,0.530536,0.532626,0.541461,0.543785,0.625613,0.738393,0.855923,0.936863,0.946626,1.000000,0.437907,0.460088,0.483777,0.511921,0.545762,0.554951,0.567810,0.572517,0.589885,0.601494,0.614661,1.000000,0.351082,0.421269,0.475784,0.508498,0.541837,0.553905,0.563323,0.570142,0.574296,0.591321,0.759637,1.000000,barcelona2
0.332429,0.506654,0.507126,0.516759,0.519347,0.523612,0.590117,0.771986,0.818831,0.907046,0.919891,1.000000,0.569808,0.678311,0.722711,0.766551,0.798214,0.831286,0.869787,0.914415,0.924815,0.938953,0.978689,1.000000,0.000866,0.012760,0.049144,0.076328,0.110161,0.146833,0.192691,0.299748,0.388289,0.557209,0.806839,1.000000,barcelona2
0.207487,0.765294,0.800240,0.809568,0.810715,0.810715,0.866651,0.935727,0.938649,0.946950,0.972103,1.000000,0.165809,0.216862,0.287172,0.340620,0.391118,0.476295,0.581472,0.692543,0.752871,0.801412,0.923425,1.000000,0.004205,0.071104,0.160960,0.251534,0.369894,0.449517,0.557149,0.682257,0.760217,0.821913,0.863397,1.000000,barcelona2
0.423942,0.742331,0.773186,0.801935,0.808916,0.814493,0.817877,0.819518,0.827342,0.836726,0.870776,1.000000,0.289705,0.383468,0.506886,0.615549,0.726112,0.793983,0.856114,0.884128,0.902322,0.933268,0.954598,1.000000,0.062115,0.146909,0.248584,0.324830,0.432433,0.486934,0.542569,0.609476,0.667851,0.720283,0.760330,1.000000,barcelona2
0.228468,0.566908,0.822760,0.908744,0.917684,0.927623,0.935226,0.946691,0.948703,0.955904,0.975186,1.000000,0.090478,0.242314,0.465035,0.653628,0.816488,0.919752,0.966818,0.986569,0.992192,1.000000,1.000000,1.000000,0.000000,0.022906,0.057092,0.115527,0.200737,0.285730,0.393962,0.558365,0.657504,0.758991,0.856386,1.000000,barcelona2
0.440559,0.585307,0.592504,0.627990,0.651583,0.652936,0.720555,0.735571,0.799437,0.903098,0.934820,1.000000,0.466502,0.518074,0.596766,0.651729,0.690098,0.720313,0.739310,0.764980,0.774923,0.794350,0.823244,1.000000,0.071336,0.169792,0.240614,0.296844,0.399919,0.443162,0.473750,0.527041,0.544343,0.561493,0.580405,1.000000,barcelona2
0.236808,0.553693,0.820248,0.885750,0.890424,0.892771,0.899722,0.905048,0.907960,0.917456,0.939978,1.000000,0.076910,0.114312,0.181468,0.284710,0.392082,0.500483,0.624731,0.696177,0.736988,0.772800,0.855783,1.000000,0.061229,0.131971,0.196141,0.282783,0.377042,0.466492,0.575586,0.686725,0.775540,0.860792,0.947323,1.000000,barcelona2
0.475592,0.728378,0.768241,0.795205,0.799496,0.820273,0.826153,0.834564,0.847762,0.856275,0.897082,1.000000,0.117930,0.256866,0.401405,0.515225,0.605358,0.695538,0.776226,0.824506,0.859785,0.912916,0.981938,1.000000,0.000000,0.053630,0.197408,0.363807,0.547378,0.633151,0.721653,0.790045,0.839131,0.888084,0.938139,1.000000,barcelona2
0.530552,0.701325,0.737523,0.761850,0.763989,0.777475,0.783433,0.787342,0.790496,0.816218,0.867710,1.000000,0.132644,0.170731,0.236832,0.294873,0.371717,0.411566,0.468842,0.487932,0.521837,0.558491,0.596368,1.000000,0.221433,0.392365,0.512144,0.596077,0.654998,0.695903,0.744156,0.764481,0.807528,0.850291,0.892398,1.000000,barcelona2
0.354778,0.624034,0.711289,0.725386,0.727845,0.731106,0.916490,0.920414,0.922040,0.925613,0.950346,1.000000,0.296883,0.418650,0.472825,0.524065,0.593971,0.659332,0.727492,0.786523,0.827367,0.862997,0.930142,1.000000,0.047592,0.135684,0.198155,0.265417,0.340473,0.384454,0.434396,0.462422,0.498897,0.538930,0.616642,1.000000,barcelona2
0.408748,0.618607,0.638091,0.657289,0.682721,0.688574,0.734178,0.751117,0.755874,0.760650,0.800954,1.000000,0.114643,0.185990,0.228563,0.263470,0.289826,0.334149,0.356626,0.413627,0.490209,0.550643,0.678250,1.000000,0.195593,0.341537,0.512735,0.612188,0.708010,0.754633,0.801863,0.840469,0.867238,0.904203,0.929525,1.000000,barcelona2
0.347877,0.521809,0.529287,0.533618,0.560334,0.576880,0.643957,0.649581,0.652984,0.664947,0.725997,1.000000,0.093958,0.169730,0.211330,0.227736,0.244624,0.265745,0.295716,0.327783,0.378873,0.423374,0.483061,1.000000,0.272113,0.455781,0.547817,0.601528,0.663138,0.704141,0.746802,0.796081,0.833776,0.877513,0.928602,1.000000,barcelona2
0.381761,0.686441,0.720219,0.733645,0.733928,0.735415,0.837575,0.869480,0.932154,0.942563,0.962482,1.000000,0.202687,0.309503,0.425911,0.510370,0.581041,0.668405,0.750291,0.795335,0.814005,0.842019,0.884124,1.000000,0.088316,0.145539,0.211550,0.275350,0.344413,0.402478,0.459770,0.527521,0.568867,0.617139,0.702607,1.000000,barcelona2
0.266855,0.586493,0.617284,0.637162,0.637913,0.640374,0.692576,0.752512,0.767111,0.805477,0.831653,1.000000,0.284622,0.370152,0.499160,0.581536,0.645725,0.707770,0.744591,0.775163,0.824984,0.828454,0.891509,1.000000,0.073635,0.179831,0.251852,0.312325,0.355016,0.393462,0.442298,0.497178,0.566377,0.683143,0.849922,1.000000,barcelona2
0.493325,0.713681,0.741508,0.751847,0.766498,0.775136,0.859662,0.920174,0.960964,0.972960,0.983515,1.000000,0.211705,0.297615,0.383494,0.497018,0.583547,0.644242,0.709310,0.740307,0.780809,0.837205,0.866432,1.000000,0.056817,0.176170,0.285994,0.366518,0.421507,0.478121,0.544966,0.610908,0.672651,0.742021,0.866692,1.000000,barcelona2
0.501496,0.711574,0.732474,0.754988,0.766049,0.770321,0.812206,0.896257,0.929008,0.952508,0.967683,1.000000,0.344636,0.494040,0.617038,0.694937,0.773489,0.851696,0.898343,0.930854,0.950869,0.972874,0.985699,1.000000,0.000000,0.024420,0.072997,0.158704,0.297816,0.386454,0.492143,0.654298,0.734956,0.811857,0.871125,1.000000,barcelona2
0.274191,0.683890,0.704589,0.717969,0.736233,0.738174,0.790632,0.848933,0.873571,0.911008,0.930376,1.000000,0.413757,0.596662,0.711800,0.783502,0.840292,0.873752,0.897113,0.909447,0.921093,0.930970,0.942665,1.000000,0.041531,0.079027,0.113779,0.155753,0.200046,0.239018,0.288913,0.373432,0.451525,0.627713,0.859260,1.000000,barcelona2
0.341943,0.789231,0.804765,0.824256,0.832609,0.838801,0.882721,0.927584,0.938360,0.960363,0.976751,1.000000,0.143178,0.271672,0.414671,0.549528,0.669769,0.774894,0.861157,0.910506,0.927318,0.942335,0.970635,1.000000,0.005893,0.044296,0.106385,0.201912,0.369104,0.490941,0.638389,0.807058,0.884624,0.939148,0.974170,1.000000,barcelona2
0.470899,0.513570,0.567400,0.574833,0.580928,0.588415,0.648164,0.691440,0.817036,0.931776,0.947887,1.000000,0.429118,0.456956,0.485576,0.505337,0.529810,0.538980,0.552740,0.560090,0.573231,0.576818,0.604119,1.000000,0.340594,0.428249,0.480998,0.514353,0.540142,0.550949,0.563587,0.569307,0.576630,0.584151,0.596432,1.000000,barcelona2
0.306043,0.497537,0.559830,0.588376,0.611982,0.620578,0.671822,0.726177,0.744690,0.882298,0.926239,1.000000,0.312885,0.388671,0.478802,0.550812,0.635089,0.725646,0.798897,0.840499,0.882301,0.911726,0.959102,1.000000,0.028456,0.098460,0.175442,0.272109,0.415533,0.508434,0.591294,0.667269,0.724145,0.780748,0.830103,1.000000,barcelona2
0.269785,0.549743,0.569822,0.619149,0.657441,0.660851,0.735181,0.848568,0.863513,0.903218,0.955714,1.000000,0.229217,0.422498,0.533313,0.649983,0.771092,0.859707,0.931625,0.964598,0.986050,0.994576,0.999691,1.000000,0.000000,0.020627,0.098807,0.185808,0.308313,0.383746,0.473141,0.593542,0.726384,0.836847,0.899510,1.000000,barcelona2
0.246119,0.518915,0.572345,0.604310,0.630113,0.657955,0.736959,0.791569,0.812807,0.814950,0.859803,1.000000,0.278182,0.416999,0.517770,0.619786,0.679476,0.757461,0.812633,0.854220,0.875852,0.904406,0.935327,1.000000,0.054545,0.145957,0.243092,0.316380,0.403982,0.457939,0.525236,0.619725,0.694211,0.774133,0.893612,1.000000,barcelona2
0.272404,0.466393,0.535821,0.562119,0.603739,0.627273,0.861735,0.897396,0.912694,0.916564,0.940368,1.000000,0.252512,0.402062,0.477643,0.538795,0.597195,0.635665,0.704884,0.748474,0.784622,0.817696,0.845563,1.000000,0.100657,0.176336,0.272025,0.358601,0.464922,0.517374,0.580405,0.649893,0.695948,0.745805,0.773235,1.000000,barcelona2
0.290837,0.684893,0.730696,0.741566,0.758302,0.768403,0.816899,0.827566,0.839935,0.868364,0.939634,1.000000,0.224009,0.490779,0.675928,0.783008,0.837277,0.873473,0.890408,0.893378,0.919852,0.926791,0.947153,1.000000,0.043145,0.110863,0.182616,0.262387,0.342587,0.382702,0.426563,0.496953,0.547380,0.676771,0.945959,1.000000,barcelona2
0.576352,0.931933,0.957621,0.959807,0.960539,0.961613,0.963798,0.972420,0.976924,0.979282,0.982333,1.000000,0.066829,0.117420,0.183107,0.302546,0.501090,0.693155,0.846385,0.921586,0.959835,0.980115,0.990404,1.000000,0.002868,0.053141,0.143814,0.211190,0.307781,0.452353,0.616530,0.777758,0.900590,0.940504,0.979130,1.000000,cambridge
0.010237,0.144999,0.564067,0.615395,0.627624,0.634475,0.854652,0.982658,0.992905,0.995611,0.996982,1.000000,0.051166,0.094382,0.127132,0.224557,0.405277,0.467735,0.609562,0.815350,0.906544,0.938142,0.956688,1.000000,0.076869,0.161219,0.217138,0.244680,0.267125,0.309891,0.466698,0.615611,0.646879,0.650504,0.659606,1.000000,cambridge
0.016227,0.049978,0.064403,0.303547,0.457654,0.637163,0.790512,0.950170,0.981309,0.988580,0.993763,1.000000,0.052612,0.115333,0.228116,0.388798,0.561210,0.691003,0.815303,0.901361,0.947745,0.972949,0.986334,1.000000,0.056374,0.193514,0.320680,0.441106,0.537202,0.589639,0.624045,0.658921,0.736077,0.825124,0.884412,1.000000,cambridge
0.288939,0.488936,0.631119,0.642934,0.644963,0.647116,0.838271,0.880916,0.893288,0.903015,0.914959,1.000000,0.030408,0.109844,0.249230,0.444031,0.576008,0.711558,0.836299,0.902627,0.930885,0.957209,0.971960,1.000000,0.005180,0.020503,0.060926,0.121331,0.198028,0.324750,0.446631,0.526618,0.597313,0.659080,0.816168,1.000000,cambridge
0.086993,0.187696,0.373114,0.432862,0.451219,0.471103,0.636970,0.798235,0.862806,0.926526,0.938218,1.000000,0.088374,0.149583,0.222211,0.311425,0.425014,0.548094,0.667343,0.719589,0.779218,0.820419,0.847913,1.000000,0.317907,0.441218,0.511106,0.576887,0.615210,0.646354,0.681509,0.712270,0.729021,0.741799,0.794750,1.000000,cambridge
0.138438,0.293622,0.409194,0.411971,0.412671,0.413803,0.418815,0.930290,0.938735,0.950391,0.965974,1.000000,0.010633,0.071259,0.164663,0.312018,0.471765,0.579461,0.678078,0.908629,0.977839,0.985747,0.989845,1.000000,0.021064,0.052483,0.095890,0.179810,0.294219,0.340493,0.373758,0.405889,0.625602,0.811642,0.990593,1.000000,cambridge
0.159817,0.300941,0.313327,0.316854,0.320356,0.325924,0.380084,0.955864,0.967150,0.973968,0.981412,1.000000,0.014930,0.100621,0.232502,0.419221,0.707265,0.919825,0.978277,0.992090,0.995965,0.997823,0.998746,1.000000,0.005554,0.030084,0.079322,0.129141,0.165894,0.211757,0.272480,0.350635,0.752265,0.979429,0.998231,1.000000,cambridge
0.130198,0.318872,0.621850,0.638617,0.652621,0.662552,0.729928,0.901650,0.958357,0.972187,0.979166,1.000000,0.011387,0.038620,0.108698,0.251531,0.360960,0.417335,0.508958,0.616984,0.732099,0.813922,0.860783,1.000000,0.223484,0.285230,0.333757,0.511240,0.687155,0.736054,0.758713,0.778516,0.803229,0.853603,0.986149,1.000000,cambridge
0.064089,0.177365,0.441763,0.444399,0.446084,0.448085,0.647703,0.985620,0.990767,0.992599,0.994550,1.000000,0.009016,0.034138,0.094730,0.232311,0.584001,0.726809,0.764290,0.834499,0.920319,0.973077,0.993512,1.000000,0.000658,0.013571,0.051544,0.242768,0.333128,0.348777,0.363944,0.392616,0.465718,0.924083,0.992794,1.000000,cambridge
0.021621,0.237367,0.642990,0.703962,0.727095,0.784240,0.912538,0.981937,0.988580,0.991628,0.994005,1.000000,0.130126,0.231830,0.346382,0.462419,0.596214,0.745919,0.878855,0.946953,0.977857,0.990834,0.995989,1.000000,0.003270,0.096565,0.223305,0.320742,0.410300,0.513472,0.608380,0.698272,0.785157,0.850040,0.878354,1.000000,cambridge
0.040570,0.270930,0.812979,0.826340,0.830365,0.834041,0.920158,0.962837,0.983304,0.990778,0.994260,1.000000,0.062139,0.137459,0.219251,0.253105,0.292120,0.352931,0.454929,0.614660,0.754527,0.848649,0.906763,1.000000,0.005136,0.057850,0.153548,0.257902,0.362603,0.455044,0.548540,0.675491,0.792844,0.824725,0.850000,1.000000,cambridge
0.262815,0.625730,0.768143,0.780241,0.784186,0.789707,0.799514,0.875976,0.908776,0.931987,0.952414,1.000000,0.052513,0.292436,0.467214,0.595082,0.705058,0.803261,0.873848,0.914659,0.943561,0.962357,0.975191,1.000000,0.137503,0.249604,0.343990,0.426611,0.486330,0.530464,0.565706,0.607019,0.665407,0.757470,0.949647,1.000000,cambridge
0.217922,0.537568,0.693876,0.712704,0.718173,0.725687,0.765798,0.803298,0.855423,0.894325,0.926341,1.000000,0.116682,0.314258,0.484764,0.612072,0.713141,0.779980,0.842349,0.875393,0.904509,0.923639,0.941383,1.000000,0.245593,0.468200,0.580705,0.655229,0.702265,0.726858,0.741381,0.756515,0.779375,0.804293,0.847414,1.000000,cambridge
0.100637,0.270441,0.397733,0.399873,0.400787,0.402330,0.470635,0.884533,0.925997,0.952394,0.969301,1.000000,0.075288,0.143587,0.253193,0.405030,0.578568,0.694437,0.735196,0.773127,0.851906,0.928068,0.967021,1.000000,0.057739,0.116716,0.195969,0.347872,0.426373,0.433735,0.438059,0.443374,0.573085,0.735282,0.918839,1.000000,cambridge
0.093938,0.235920,0.356243,0.359506,0.361575,0.364008,0.370909,0.904570,0.934151,0.953323,0.971004,1.000000,0.016558,0.078260,0.181489,0.324108,0.515662,0.742672,0.921079,0.973082,0.990661,0.995505,0.997433,1.000000,0.013569,0.055465,0.121677,0.226009,0.324062,0.402058,0.446090,0.471869,0.484380,0.601015,0.909447,1.000000,cambridge
0.059645,0.192037,0.386691,0.398984,0.404670,0.411716,0.551770,0.934523,0.965208,0.975812,0.983819,1.000000,0.048524,0.156918,0.369592,0.510140,0.690209,0.790043,0.861465,0.918900,0.954949,0.974280,0.985101,1.000000,0.008689,0.048245,0.149209,0.228024,0.293244,0.377047,0.463026,0.539834,0.591535,0.618852,0.659421,1.000000,cambridge
0.123362,0.327937,0.507410,0.531721,0.537407,0.542327,0.556448,0.942083,0.955207,0.965881,0.973886,1.000000,0.019311,0.086584,0.228534,0.293910,0.344410,0.388589,0.471656,0.780384,0.840423,0.873806,0.898905,1.000000,0.167468,0.245466,0.311360,0.359510,0.406998,0.431046,0.445085,0.458683,0.609733,0.849413,0.979138,1.000000,cambridge
0.154469,0.274937,0.425583,0.426309,0.426585,0.427612,0.484623,0.799031,0.916471,0.950679,0.966233,1.000000,0.218574,0.380112,0.451364,0.534357,0.678058,0.775862,0.818165,0.888673,0.968797,0.992201,0.996826,1.000000,0.005882,0.055821,0.118775,0.175211,0.252080,0.365846,0.388597,0.420973,0.475420,0.675388,0.871912,1.000000,cambridge
0.224300,0.404025,0.528872,0.532600,0.534136,0.535829,0.572413,0.928458,0.945801,0.958500,0.971799,1.000000,0.044487,0.220293,0.412156,0.549741,0.642123,0.717082,0.889174,0.971758,0.989607,0.993180,0.995255,1.000000,0.006443,0.026421,0.071508,0.138088,0.271416,0.327024,0.369692,0.422175,0.540695,0.865128,0.979805,1.000000,cambridge
0.490570,0.760362,0.772442,0.774243,0.775411,0.777863,0.789834,0.900092,0.932190,0.943438,0.954648,1.000000,0.083880,0.271768,0.422869,0.577086,0.698477,0.789862,0.875803,0.937326,0.979998,0.995472,0.998782,1.000000,0.016848,0.089976,0.321400,0.499269,0.614515,0.673848,0.714450,0.767443,0.855728,0.937082,0.985111,1.000000,cambridge
0.376812,0.457692,0.627856,0.685560,0.687704,0.698515,0.762758,0.782097,0.842994,0.903894,0.946545,1.000000,0.463609,0.601872,0.703859,0.770928,0.802075,0.835513,0.919370,0.985550,0.999604,1.000000,1.000000,1.000000,0.000017,0.014174,0.096565,0.191453,0.270733,0.491735,0.607594,0.657105,0.667979,0.670215,0.671835,1.000000,cambridge
0.095492,0.295205,0.532698,0.555644,0.556354,0.557938,0.614907,0.935212,0.973663,0.981086,0.987528,1.000000,0.069140,0.254911,0.410984,0.532413,0.607113,0.673689,0.728820,0.762344,0.829489,0.895425,0.935045,1.000000,0.003982,0.081918,0.110154,0.204688,0.313695,0.371715,0.462570,0.589518,0.842438,0.969265,0.995597,1.000000,cambridge
0.426434,0.527072,0.554458,0.559074,0.561131,0.569741,0.671109,0.689654,0.755164,0.811139,0.866228,1.000000,0.313196,0.510637,0.678139,0.788433,0.875777,0.932906,0.966539,0.983032,0.991278,0.995599,0.997925,1.000000,0.018495,0.060148,0.132824,0.232622,0.351669,0.471941,0.613791,0.697918,0.735652,0.764783,0.780297,1.000000,cambridge
0.199812,0.284996,0.291344,0.292394,0.292858,0.295957,0.324478,0.618281,0.775970,0.841680,0.904306,1.000000,0.451221,0.559816,0.690748,0.855298,0.943848,0.968929,0.980350,0.987080,0.992269,0.995436,0.997389,1.000000,0.010840,0.046880,0.148594,0.251782,0.301005,0.309690,0.311672,0.349018,0.462228,0.673273,0.824758,1.000000,cambridge
0.272637,0.381203,0.404204,0.407793,0.409616,0.412988,0.434830,0.705532,0.795677,0.860361,0.909393,1.000000,0.295402,0.428440,0.574931,0.736203,0.871691,0.919467,0.952438,0.970361,0.981466,0.987900,0.991976,1.000000,0.041744,0.127828,0.205142,0.293025,0.418658,0.472915,0.505395,0.539064,0.592023,0.674735,0.761570,1.000000,cambridge
