@relation sbir

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute color {C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59}

@data
0.033779,0.198632,0.336373,0.359593,0.378271,0.481090,0.916266,0.986236,0.995423,0.996803,0.997477,1.000000,0.182581,0.261555,0.326136,0.506803,0.744329,0.780348,0.820992,0.855113,0.886243,0.909934,0.929013,1.000000,0.082617,0.163837,0.251715,0.338518,0.414788,0.477148,0.516249,0.593063,0.667509,0.947633,0.998831,1.000000,C22
0.000000,0.000002,0.000002,0.000005,0.000007,0.000020,0.989242,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000005,0.000010,0.000104,0.007010,0.050679,0.190447,0.576213,0.942137,0.999372,0.999973,1.000000,0.000000,0.000000,0.000034,0.015718,0.089010,0.203399,0.381561,0.587522,0.783186,0.987289,0.999960,1.000000,C35
0.240751,0.423975,0.513303,0.647555,0.717340,0.759463,0.764970,0.780121,0.823462,0.847930,0.870079,1.000000,0.111811,0.212815,0.436885,0.711212,0.876388,0.938213,0.966487,0.979447,0.987357,0.991682,0.994286,1.000000,0.017956,0.166999,0.401179,0.619504,0.768757,0.821906,0.851909,0.877656,0.893111,0.900444,0.906265,1.000000,C22
0.003658,0.004697,0.012020,0.059741,0.111979,0.144851,0.919438,0.995178,0.998811,0.999126,0.999259,1.000000,0.043703,0.182445,0.231646,0.281654,0.381388,0.580018,0.764702,0.953050,0.984922,0.987565,0.990032,1.000000,0.022064,0.059977,0.125866,0.241305,0.367740,0.465894,0.595203,0.740950,0.872312,0.977933,0.999963,1.000000,C51
0.138797,0.216813,0.229757,0.234410,0.241347,0.373252,0.422668,0.516542,0.645476,0.712335,0.784989,1.000000,0.067462,0.227489,0.385146,0.507584,0.638358,0.771106,0.893221,0.941245,0.958480,0.969991,0.980583,1.000000,0.025457,0.103379,0.239202,0.456257,0.673322,0.838409,0.908829,0.947998,0.968713,0.978158,0.986743,1.000000,C41
0.542212,0.657037,0.687927,0.693554,0.696607,0.700039,0.888636,0.904956,0.916265,0.926923,0.940352,1.000000,0.068688,0.264815,0.380193,0.476649,0.652302,0.736929,0.769248,0.786404,0.892135,0.975928,0.981166,1.000000,0.042202,0.116417,0.182773,0.344366,0.486370,0.517618,0.609948,0.755537,0.885836,0.943032,0.978623,1.000000,C41
0.000000,0.000000,0.000002,0.000002,0.000007,0.000020,0.991900,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000047,0.001341,0.017261,0.078344,0.229639,0.586881,0.947620,0.998530,0.999593,1.000000,0.000000,0.000000,0.001002,0.027231,0.136928,0.264085,0.515400,0.768534,0.969752,0.999868,0.999958,1.000000,C35
0.013676,0.377947,0.430803,0.461026,0.506228,0.566378,0.975886,0.999305,0.999786,0.999837,0.999870,1.000000,0.011800,0.078987,0.247528,0.355763,0.433639,0.503252,0.560450,0.591565,0.623008,0.657903,0.720245,1.000000,0.163444,0.275746,0.354919,0.418863,0.477869,0.523353,0.559534,0.638392,0.820109,0.914489,0.972918,1.000000,C52
0.043094,0.090550,0.235536,0.411963,0.677272,0.775502,0.897261,0.944069,0.958881,0.967359,0.977668,1.000000,0.081860,0.263277,0.498719,0.687940,0.871120,0.930403,0.952848,0.963674,0.971571,0.976846,0.980788,1.000000,0.044931,0.160399,0.288952,0.502264,0.712503,0.827955,0.895468,0.927986,0.944483,0.954286,0.961550,1.000000,C20
0.023363,0.051542,0.132878,0.217419,0.301198,0.414194,0.729665,0.910139,0.957937,0.976392,0.986218,1.000000,0.245367,0.509138,0.701619,0.835745,0.920214,0.950591,0.970127,0.980368,0.986473,0.990171,0.992638,1.000000,0.028447,0.118984,0.255511,0.418136,0.540042,0.581412,0.615011,0.638715,0.652591,0.662808,0.681649,1.000000,C24
0.281578,0.328000,0.518010,0.636957,0.698865,0.821212,0.851526,0.869847,0.974731,0.983172,0.984260,1.000000,0.433504,0.472730,0.526845,0.585154,0.648221,0.678187,0.726097,0.751744,0.791483,0.818372,0.834983,1.000000,0.513664,0.594833,0.619517,0.630055,0.638244,0.645100,0.650197,0.652636,0.654281,0.655850,0.659525,1.000000,C35
0.043677,0.086648,0.214689,0.308132,0.360672,0.392077,0.715393,0.854048,0.932311,0.961973,0.976542,1.000000,0.087634,0.263812,0.413981,0.559054,0.690156,0.755603,0.798870,0.855339,0.950913,0.966322,0.973033,1.000000,0.151373,0.268696,0.389256,0.506705,0.601347,0.667393,0.753718,0.846340,0.903672,0.930907,0.949436,1.000000,C35
0.000131,0.000178,0.000338,0.000582,0.001658,0.006857,0.605859,0.999275,0.999853,0.999929,0.999960,1.000000,0.001519,0.012558,0.123204,0.715576,0.972678,0.994052,0.998231,0.999078,0.999404,0.999569,0.999632,1.000000,0.000824,0.012358,0.051873,0.118304,0.287228,0.490953,0.627110,0.776874,0.894857,0.959952,0.990079,1.000000,C35
0.045282,0.247589,0.277664,0.301851,0.325640,0.347579,0.750343,0.976458,0.991175,0.993548,0.995427,1.000000,0.088310,0.254493,0.503372,0.807960,0.924128,0.968315,0.985628,0.993006,0.996526,0.998186,0.998939,1.000000,0.001831,0.014172,0.034220,0.077166,0.143295,0.186991,0.214726,0.271372,0.384913,0.597742,0.870015,1.000000,C35
0.442001,0.647680,0.743811,0.782916,0.801996,0.817189,0.911488,0.930726,0.944066,0.951354,0.960477,1.000000,0.069229,0.259621,0.433266,0.568113,0.675096,0.744667,0.793501,0.820397,0.848547,0.923314,0.937003,1.000000,0.175928,0.331934,0.451462,0.526898,0.598846,0.719742,0.803576,0.879007,0.946782,0.984974,0.999900,1.000000,C35
0.000178,0.000288,0.000574,0.001028,0.004272,0.018912,0.446919,0.999346,0.999855,0.999921,0.999944,1.000000,0.001776,0.015705,0.130519,0.766287,0.979594,0.993247,0.997792,0.998871,0.999320,0.999522,0.999661,1.000000,0.002781,0.034420,0.065192,0.091999,0.237381,0.412648,0.515408,0.645389,0.796584,0.933938,0.985008,1.000000,C35
0.023906,0.113421,0.262639,0.340986,0.440712,0.655182,0.939554,0.990182,0.994518,0.995986,0.996637,1.000000,0.497659,0.742421,0.849013,0.914684,0.954182,0.968717,0.980087,0.984733,0.988277,0.990703,0.992477,1.000000,0.099824,0.212639,0.304638,0.342923,0.367252,0.389492,0.469407,0.622460,0.722981,0.810937,0.928717,1.000000,C35
0.057432,0.091099,0.095329,0.097303,0.100967,0.204239,0.298206,0.691922,0.942809,0.972125,0.986630,1.000000,0.022812,0.068234,0.146631,0.447601,0.616501,0.877217,0.957042,0.971734,0.981116,0.985756,0.989276,1.000000,0.019946,0.072832,0.295159,0.438778,0.514020,0.592471,0.620538,0.653819,0.720760,0.857717,0.986567,1.000000,C42
0.089217,0.171388,0.372656,0.588225,0.729565,0.818402,0.890345,0.926710,0.949480,0.960582,0.972657,1.000000,0.120157,0.306046,0.462532,0.580018,0.651347,0.691814,0.734410,0.764159,0.795889,0.819964,0.850366,1.000000,0.304791,0.457241,0.597741,0.720550,0.802899,0.860935,0.908102,0.942793,0.966435,0.980814,0.990373,1.000000,C20
0.137448,0.284428,0.538958,0.790860,0.867228,0.873567,0.877432,0.883324,0.897617,0.919120,0.947948,1.000000,0.041640,0.159892,0.355056,0.549912,0.734586,0.818764,0.878529,0.915000,0.942502,0.958787,0.969810,1.000000,0.110995,0.304849,0.455422,0.735641,0.861118,0.891996,0.917254,0.940145,0.960159,0.974977,0.986255,1.000000,C22
0.137542,0.451820,0.818539,0.870880,0.882802,0.886339,0.888089,0.890581,0.918223,0.941329,0.961786,1.000000,0.041613,0.179962,0.408236,0.650367,0.825424,0.922075,0.971026,0.990379,0.997344,0.999425,0.999885,1.000000,0.000053,0.007916,0.075861,0.208966,0.384290,0.535842,0.659314,0.757977,0.837430,0.900057,0.951057,1.000000,C22
0.326527,0.400620,0.425429,0.434500,0.444885,0.485633,0.908163,0.960997,0.975613,0.979964,0.982872,1.000000,0.278174,0.553907,0.804791,0.897494,0.937465,0.968589,0.992108,0.998005,0.999700,0.999950,0.999986,1.000000,0.000000,0.012694,0.047204,0.080782,0.153712,0.260353,0.322562,0.351513,0.623372,0.903095,0.954661,1.000000,C12
0.147358,0.218222,0.345190,0.484733,0.611118,0.661029,0.704063,0.751719,0.794621,0.823648,0.865837,1.000000,0.105056,0.257002,0.409465,0.560943,0.678658,0.751800,0.812242,0.850641,0.883408,0.909160,0.930408,1.000000,0.165422,0.315953,0.452514,0.563536,0.664543,0.737205,0.796235,0.844248,0.889468,0.922535,0.950722,1.000000,C41
0.254078,0.295802,0.313814,0.318848,0.322000,0.336739,0.415908,0.576656,0.648749,0.756640,0.838165,1.000000,0.164176,0.473912,0.662317,0.747682,0.797768,0.838159,0.878023,0.909336,0.939964,0.961369,0.971085,1.000000,0.050904,0.135524,0.241787,0.535627,0.775835,0.843721,0.894870,0.944767,0.956740,0.965613,0.973812,1.000000,C59
0.453345,0.480488,0.490788,0.494340,0.496382,0.516397,0.902037,0.969595,0.980511,0.983808,0.985876,1.000000,0.196457,0.604631,0.744529,0.838969,0.898580,0.955740,0.999407,0.999873,0.999944,0.999968,0.999986,1.000000,0.000508,0.056261,0.114860,0.237310,0.328556,0.425119,0.520839,0.613896,0.664105,0.715060,0.818458,1.000000,C2
0.420167,0.462054,0.477773,0.481778,0.483772,0.496414,0.643654,0.751031,0.816250,0.846686,0.885526,1.000000,0.302776,0.626325,0.769765,0.856001,0.926114,0.975463,0.998154,0.999929,0.999992,1.000000,1.000000,1.000000,0.000000,0.009784,0.054524,0.178471,0.381196,0.514369,0.684061,0.819798,0.847106,0.887067,0.953711,1.000000,C13
0.050996,0.102379,0.261996,0.480150,0.541577,0.582422,0.871089,0.955698,0.974418,0.978809,0.982095,1.000000,0.143366,0.305014,0.389901,0.506388,0.632461,0.704729,0.783850,0.892639,0.925781,0.938526,0.951567,1.000000,0.107657,0.227938,0.351263,0.584572,0.674429,0.737210,0.878939,0.970109,0.976014,0.979846,0.983567,1.000000,C15
0.339736,0.495048,0.592091,0.775568,0.870946,0.926266,0.957173,0.975947,0.979738,0.981834,0.986882,1.000000,0.068723,0.309697,0.544247,0.727996,0.877802,0.948056,0.978886,0.991978,0.997530,0.999140,0.999669,1.000000,0.004831,0.038213,0.166915,0.338874,0.551038,0.751146,0.907735,0.947484,0.967142,0.978805,0.989908,1.000000,C35
0.015266,0.033953,0.079945,0.264775,0.530856,0.566541,0.957511,0.989362,0.993850,0.996002,0.997427,1.000000,0.025423,0.066741,0.150801,0.410118,0.557143,0.597812,0.633298,0.665299,0.930783,0.973602,0.978681,1.000000,0.065523,0.155352,0.221033,0.304804,0.542745,0.643111,0.662152,0.715645,0.839057,0.939673,0.980040,1.000000,C18
0.000561,0.000992,0.003162,0.016054,0.202685,0.606570,0.924259,0.996470,0.999252,0.999538,0.999674,1.000000,0.002606,0.020479,0.101012,0.346894,0.671151,0.838994,0.909898,0.940302,0.957716,0.968390,0.975319,1.000000,0.047891,0.208412,0.433374,0.654457,0.792128,0.876031,0.935082,0.973098,0.989438,0.996107,0.998800,1.000000,C26
0.312030,0.364858,0.375968,0.380390,0.385282,0.405963,0.891893,0.949239,0.969385,0.974513,0.979145,1.000000,0.230513,0.513248,0.773901,0.902748,0.936137,0.973096,0.992052,0.997777,0.999658,0.999960,1.000000,1.000000,0.000002,0.019662,0.055513,0.089044,0.153523,0.245960,0.308836,0.345744,0.658717,0.932355,0.973770,1.000000,C12
0.036485,0.065066,0.173752,0.286664,0.341479,0.384130,0.764736,0.882941,0.949879,0.966408,0.976836,1.000000,0.227647,0.409530,0.518615,0.623028,0.717983,0.806794,0.911887,0.984909,0.991551,0.994782,0.996498,1.000000,0.043230,0.235179,0.315268,0.379243,0.494947,0.705105,0.837112,0.904013,0.983993,1.000000,1.000000,1.000000,C35
0.058502,0.242624,0.426144,0.568028,0.914695,0.962064,0.972539,0.974817,0.977956,0.983154,0.985404,1.000000,0.411252,0.665430,0.788101,0.885164,0.940689,0.966410,0.981282,0.987187,0.991701,0.995290,0.996655,1.000000,0.029604,0.089276,0.158103,0.236391,0.342880,0.526301,0.777890,0.851740,0.909683,0.976430,0.989697,1.000000,C4
0.128163,0.586158,0.828475,0.898317,0.928662,0.947232,0.973765,0.983901,0.988705,0.991790,0.992566,1.000000,0.206118,0.691513,0.941243,0.994346,0.999628,0.999987,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000811,0.080123,0.257705,0.411071,0.535288,0.678225,0.848495,0.937344,0.958913,0.966840,1.000000,C23
0.069985,0.140090,0.231754,0.296868,0.366512,0.424133,0.821806,0.918351,0.949864,0.965928,0.978276,1.000000,0.056159,0.142300,0.226550,0.298671,0.369740,0.431970,0.508645,0.601269,0.771623,0.847503,0.882298,1.000000,0.323242,0.426448,0.489449,0.537391,0.575386,0.605250,0.631083,0.653116,0.673356,0.698580,0.747015,1.000000,C35
0.060878,0.113042,0.220944,0.254062,0.263064,0.415944,0.747863,0.894610,0.956367,0.969713,0.973560,1.000000,0.654785,0.804364,0.926293,0.995254,0.998648,0.999160,0.999401,0.999490,0.999559,0.999611,0.999700,1.000000,0.001346,0.003194,0.033045,0.273539,0.524305,0.556476,0.574444,0.584650,0.592246,0.605497,0.624782,1.000000,C35
0.000083,0.000120,0.000186,0.000658,0.046548,0.310633,0.886036,0.999021,0.999855,0.999965,0.999979,1.000000,0.000590,0.003020,0.022607,0.147019,0.481373,0.835136,0.938203,0.971172,0.985769,0.991751,0.994955,1.000000,0.008986,0.153628,0.387335,0.657646,0.831653,0.918175,0.946215,0.973697,0.997874,0.998724,0.998981,1.000000,C26
0.049928,0.093269,0.153087,0.178327,0.208540,0.267576,0.769573,0.915947,0.956992,0.974676,0.982972,1.000000,0.199142,0.326315,0.421170,0.508408,0.597335,0.688591,0.841624,0.948885,0.966965,0.973649,0.977948,1.000000,0.050823,0.169816,0.414771,0.509505,0.564208,0.614134,0.648728,0.672180,0.698389,0.738061,0.787564,1.000000,C18
0.008873,0.015930,0.028433,0.046099,0.151979,0.419747,0.897969,0.975379,0.989202,0.993937,0.996527,1.000000,0.047831,0.110748,0.209866,0.357103,0.506175,0.590178,0.646221,0.676757,0.826611,0.967450,0.974295,1.000000,0.046550,0.212794,0.451076,0.552537,0.597230,0.622010,0.642523,0.693019,0.863347,0.950824,0.959934,1.000000,C7
0.041894,0.068772,0.124674,0.204244,0.324730,0.508744,0.681411,0.819279,0.915044,0.959700,0.978809,1.000000,0.368478,0.639111,0.830569,0.930269,0.979746,0.989811,0.994470,0.996354,0.997454,0.998097,0.998514,1.000000,0.011839,0.090553,0.213787,0.360869,0.447357,0.508033,0.560673,0.601599,0.634652,0.659570,0.682510,1.000000,C57
0.449173,0.682741,0.900867,0.939505,0.944643,0.946504,0.947449,0.947984,0.948801,0.950436,0.955973,1.000000,0.008290,0.052511,0.181749,0.413690,0.656641,0.813654,0.912782,0.960057,0.978917,0.987197,0.991711,1.000000,0.003965,0.027460,0.119874,0.347568,0.605662,0.740751,0.809864,0.852954,0.887051,0.928521,0.965348,1.000000,C48
0.015862,0.053797,0.152696,0.204254,0.246470,0.316565,0.778155,0.955648,0.988289,0.993522,0.995412,1.000000,0.136198,0.364417,0.540013,0.640195,0.719896,0.786378,0.907895,0.979284,0.986373,0.990297,0.992916,1.000000,0.042540,0.240585,0.346710,0.412879,0.489856,0.607276,0.730048,0.834212,0.917876,0.989816,0.998981,1.000000,C35
0.001076,0.004585,0.060964,0.162299,0.234806,0.251590,0.788913,0.999299,0.999866,0.999889,0.999889,1.000000,0.035102,0.135188,0.338913,0.659352,0.840141,0.906677,0.968511,0.997826,0.999721,0.999863,0.999947,1.000000,0.000469,0.029163,0.215238,0.259479,0.288246,0.370386,0.497388,0.514545,0.526536,0.635839,0.765702,1.000000,C35
0.055001,0.131532,0.206401,0.237475,0.265169,0.425805,0.913855,0.966818,0.982512,0.987090,0.988525,1.000000,0.304077,0.573753,0.751682,0.867213,0.944145,0.992567,0.997711,0.998797,0.999307,0.999595,0.999761,1.000000,0.000404,0.041755,0.271392,0.629989,0.803117,0.830821,0.838558,0.841582,0.843799,0.845996,0.848552,1.000000,C35
0.009143,0.027452,0.079386,0.136915,0.192903,0.249895,0.799445,0.978615,0.991528,0.994646,0.996176,1.000000,0.071242,0.219757,0.389022,0.568192,0.751346,0.841792,0.905386,0.969316,0.995328,0.996428,0.997246,1.000000,0.020227,0.079769,0.173017,0.339650,0.451234,0.569730,0.620016,0.652764,0.679579,0.758841,0.864110,1.000000,C35
0.040910,0.055880,0.076821,0.197323,0.496766,0.732993,0.874385,0.969217,0.982581,0.986420,0.989751,1.000000,0.188334,0.284604,0.487911,0.777848,0.929907,0.967784,0.981875,0.987418,0.990533,0.992430,0.993790,1.000000,0.012067,0.055350,0.146995,0.317252,0.505233,0.626362,0.696302,0.745811,0.775943,0.784302,0.790522,1.000000,C22
0.705301,0.793286,0.848706,0.885177,0.911918,0.943710,0.968503,0.986506,0.989405,0.990750,0.992162,1.000000,0.106697,0.222564,0.283414,0.325642,0.372996,0.459754,0.854799,0.998156,0.999732,0.999888,0.999972,1.000000,0.000043,0.066172,0.099784,0.141395,0.306114,0.454091,0.587697,0.756591,0.914578,0.979998,0.996559,1.000000,C35
0.205921,0.329548,0.394948,0.473251,0.487698,0.650056,0.652649,0.732890,0.756860,0.799713,0.881828,1.000000,0.301555,0.446152,0.696082,0.895103,0.964330,0.983575,0.992898,0.996420,0.998228,0.999018,0.999419,1.000000,0.005361,0.086081,0.264293,0.483633,0.580183,0.623632,0.660118,0.687347,0.704766,0.714802,0.722455,1.000000,C22
0.072882,0.120278,0.221860,0.359788,0.419621,0.440300,0.472266,0.494325,0.515432,0.593896,0.907976,1.000000,0.017825,0.069609,0.160310,0.284147,0.432791,0.555739,0.671291,0.759083,0.830884,0.881598,0.915829,1.000000,0.125154,0.324693,0.488150,0.630634,0.736174,0.800435,0.852172,0.897016,0.934631,0.959963,0.976447,1.000000,C38
0.025670,0.036047,0.050070,0.066014,0.101353,0.164438,0.597474,0.958194,0.973400,0.980709,0.986848,1.000000,0.059492,0.157997,0.302101,0.617276,0.870372,0.955939,0.977893,0.985580,0.989040,0.991478,0.993346,1.000000,0.017773,0.067192,0.147174,0.266043,0.449858,0.548031,0.583375,0.604762,0.625464,0.681466,0.809374,1.000000,C7
0.131443,0.182117,0.215852,0.281774,0.489355,0.521227,0.880039,0.929146,0.936996,0.945174,0.957695,1.000000,0.043947,0.135206,0.246218,0.346844,0.418892,0.457698,0.503299,0.595096,0.829467,0.932201,0.952436,1.000000,0.167317,0.234087,0.305988,0.390474,0.468012,0.535346,0.580270,0.621417,0.684972,0.783556,0.875309,1.000000,C57
0.002110,0.005065,0.008708,0.012193,0.028614,0.065489,0.667530,0.997422,0.998832,0.999065,0.999210,1.000000,0.009899,0.031559,0.113769,0.647174,0.971923,0.994897,0.998351,0.999210,0.999572,0.999740,0.999839,1.000000,0.000721,0.051881,0.168196,0.207968,0.283087,0.520479,0.696050,0.705672,0.710396,0.791401,0.926107,1.000000,C35
0.096616,0.514381,0.754656,0.788083,0.793385,0.794802,0.795583,0.796399,0.798388,0.802144,0.882507,1.000000,0.343844,0.515286,0.716321,0.882087,0.946942,0.976839,0.993914,0.997774,0.998112,0.998301,0.998578,1.000000,0.002098,0.020533,0.092053,0.191055,0.330146,0.456403,0.619260,0.693499,0.728698,0.753349,0.793306,1.000000,C22
0.065300,0.260660,0.521833,0.732297,0.835283,0.871926,0.956905,0.979828,0.985856,0.989320,0.992260,1.000000,0.029851,0.124427,0.304490,0.523423,0.673283,0.758650,0.825189,0.865680,0.896208,0.915929,0.932723,1.000000,0.151911,0.326302,0.490921,0.645318,0.769791,0.847563,0.905236,0.932610,0.951013,0.964390,0.975193,1.000000,C22
0.263585,0.536471,0.620895,0.673128,0.744667,0.900454,0.985204,0.988240,0.990170,0.991427,0.992889,1.000000,0.097427,0.404065,0.722913,0.879783,0.941533,0.972142,0.987866,0.994491,0.997685,0.999125,0.999664,1.000000,0.000005,0.002220,0.027109,0.076054,0.195594,0.353686,0.510579,0.664489,0.819341,0.929181,0.987602,1.000000,C35
0.261929,0.545285,0.672734,0.784591,0.851623,0.870943,0.915738,0.951263,0.982282,0.987937,0.991828,1.000000,0.203453,0.373573,0.545786,0.674908,0.805575,0.904721,0.975364,0.994791,0.998318,0.999471,0.999760,1.000000,0.000953,0.111368,0.279390,0.416915,0.519462,0.615051,0.723620,0.816497,0.911577,0.967714,0.994361,1.000000,C48
0.031888,0.234036,0.464554,0.518404,0.550410,0.666438,0.914814,0.987395,0.995387,0.996953,0.997405,1.000000,0.291842,0.524501,0.705703,0.784654,0.825283,0.844111,0.866077,0.882320,0.902662,0.919430,0.936894,1.000000,0.179348,0.305465,0.381438,0.446419,0.496617,0.533570,0.570449,0.766302,0.921497,0.998326,0.999583,1.000000,C35
0.069684,0.544364,0.669087,0.692342,0.705352,0.718073,0.995033,0.998700,0.998959,0.999069,0.999216,1.000000,0.073348,0.206659,0.245897,0.337275,0.531191,0.814977,0.937372,0.970611,0.987851,0.993662,0.996643,1.000000,0.001294,0.003847,0.011077,0.031918,0.067166,0.112823,0.193105,0.403396,0.562680,0.703646,0.943367,1.000000,C7
0.017298,0.033630,0.075328,0.219613,0.578745,0.766258,0.907782,0.949837,0.970833,0.983221,0.990722,1.000000,0.060277,0.177067,0.439822,0.816903,0.970411,0.987856,0.993596,0.995745,0.997050,0.997866,0.998375,1.000000,0.007949,0.160168,0.443032,0.633973,0.730652,0.794401,0.889153,0.944523,0.957708,0.962472,0.966091,1.000000,C20
0.034512,0.059883,0.120446,0.282365,0.603767,0.752228,0.832451,0.912976,0.925778,0.935599,0.948444,1.000000,0.036430,0.163640,0.329084,0.538643,0.734504,0.836889,0.896927,0.927395,0.947963,0.961351,0.970508,1.000000,0.099277,0.301332,0.455425,0.570394,0.655124,0.715968,0.766657,0.811465,0.860426,0.932093,0.956262,1.000000,C20
0.494210,0.593860,0.628965,0.637692,0.643340,0.656864,0.755115,0.815502,0.877842,0.900273,0.915805,1.000000,0.128700,0.242559,0.353444,0.540249,0.712763,0.787672,0.834784,0.872774,0.955409,0.968390,0.974623,1.000000,0.069087,0.177673,0.218167,0.296605,0.500031,0.718293,0.812392,0.896772,0.976571,0.991047,0.995084,1.000000,C35
0.138112,0.219311,0.234179,0.239407,0.248249,0.456818,0.500824,0.570633,0.693355,0.744131,0.795768,1.000000,0.047285,0.141250,0.248147,0.349550,0.459582,0.627910,0.829496,0.918766,0.938801,0.951845,0.961939,1.000000,0.054647,0.131931,0.247719,0.455325,0.690158,0.872099,0.918915,0.942806,0.959595,0.971566,0.980607,1.000000,C41
0.086695,0.173779,0.299823,0.394933,0.445187,0.516025,0.711532,0.900699,0.945670,0.961543,0.973180,1.000000,0.185943,0.426012,0.621375,0.814767,0.893240,0.944105,0.976340,0.986811,0.989898,0.991803,0.993373,1.000000,0.025027,0.103106,0.304912,0.452577,0.554723,0.669162,0.775108,0.898434,0.996375,0.999433,0.999853,1.000000,C35
0.017626,0.025536,0.039338,0.112814,0.251978,0.295306,0.714947,0.787226,0.868409,0.944360,0.979505,1.000000,0.117514,0.290246,0.359098,0.453816,0.599907,0.705367,0.862113,0.961474,0.975718,0.981833,0.986100,1.000000,0.072068,0.172629,0.248259,0.332000,0.495128,0.556500,0.619808,0.680529,0.709128,0.724639,0.749349,1.000000,C26
0.025846,0.074472,0.152712,0.399489,0.561770,0.601704,0.960201,0.989811,0.993995,0.995811,0.997013,1.000000,0.020536,0.072436,0.219818,0.451454,0.593345,0.643353,0.679944,0.711278,0.939799,0.965834,0.971983,1.000000,0.091902,0.172088,0.234759,0.338910,0.604502,0.695271,0.715939,0.729455,0.835330,0.947977,0.984226,1.000000,C22
0.021282,0.082703,0.190670,0.345298,0.550547,0.671020,0.960028,0.984783,0.989669,0.992546,0.994499,1.000000,0.024602,0.099224,0.257424,0.432959,0.565124,0.664561,0.778958,0.901134,0.948425,0.959897,0.967589,1.000000,0.092744,0.262807,0.377700,0.474660,0.560088,0.635408,0.698913,0.742898,0.773310,0.793698,0.811578,1.000000,C15
0.052878,0.069116,0.082968,0.099736,0.119113,0.319079,0.505272,0.815116,0.867076,0.888495,0.908740,1.000000,0.374755,0.518082,0.712928,0.842309,0.898132,0.918847,0.942990,0.961797,0.978935,0.990226,0.994682,1.000000,0.020940,0.103261,0.208007,0.340731,0.473852,0.554282,0.595057,0.621519,0.637883,0.652063,0.668325,1.000000,C18
0.002593,0.004180,0.007495,0.016715,0.036118,0.126448,0.988811,0.996147,0.997186,0.998189,0.998850,1.000000,0.008595,0.038131,0.090844,0.156184,0.301810,0.535462,0.671708,0.743520,0.896817,0.972930,0.990381,1.000000,0.002792,0.042561,0.153318,0.259747,0.359140,0.440833,0.528803,0.621708,0.761986,0.854820,0.872330,1.000000,C51
0.026014,0.065447,0.226526,0.508141,0.687009,0.758401,0.812896,0.852308,0.867942,0.892043,0.971563,1.000000,0.034625,0.117598,0.224584,0.382157,0.570919,0.711844,0.824171,0.880674,0.914459,0.935122,0.950000,1.000000,0.160441,0.408619,0.578105,0.686552,0.769350,0.847345,0.904620,0.936444,0.959272,0.974565,0.985105,1.000000,C20
0.000721,0.001107,0.002881,0.004865,0.008584,0.016130,0.287176,0.997204,0.999359,0.999637,0.999721,1.000000,0.002732,0.013975,0.169968,0.646646,0.883524,0.943979,0.972474,0.988460,0.994462,0.996294,0.997338,1.000000,0.016983,0.065633,0.083136,0.106922,0.189093,0.251107,0.354484,0.563854,0.780887,0.937153,0.996194,1.000000,C35
0.002377,0.004962,0.009296,0.015051,0.039651,0.074102,0.628737,0.998126,0.999286,0.999543,0.999664,1.000000,0.007162,0.025376,0.064195,0.311387,0.795167,0.969022,0.990520,0.995247,0.997199,0.998236,0.998816,1.000000,0.001233,0.020150,0.079716,0.169671,0.392211,0.494950,0.504073,0.580695,0.804747,0.962109,0.995976,1.000000,C35
0.345508,0.356195,0.362315,0.362759,0.362764,0.363391,0.363439,0.364213,0.375238,0.436835,0.619323,1.000000,0.238223,0.714380,0.909092,0.989512,0.999385,0.999829,0.999950,0.999997,1.000000,1.000000,1.000000,1.000000,0.000000,0.012936,0.057846,0.120533,0.197851,0.276733,0.392571,0.508991,0.621239,0.743593,0.839975,1.000000,C52
0.433569,0.464085,0.478190,0.482769,0.485138,0.503549,0.802802,0.971689,0.984511,0.987352,0.989122,1.000000,0.099952,0.346713,0.660437,0.758513,0.827325,0.887255,0.976459,0.999586,0.999810,0.999899,0.999952,1.000000,0.009738,0.151133,0.298040,0.410353,0.493423,0.556480,0.608715,0.645225,0.715516,0.874217,0.974237,1.000000,C2
